Time,Ambient,Heater,Duty Cycle
2019-04-25 18:37:02,20.5,50.0,3.4
2019-04-25 18:37:02,20.5,50.0,3.4
2019-04-25 18:37:03,20.5,50.0,3.4
2019-04-25 18:37:03,20.5,50.0,3.4
2019-04-25 18:37:03,20.5,50.0,3.4
2019-04-25 18:37:04,20.5,50.0,3.4
2019-04-25 18:37:04,20.5,50.75,3.4
2019-04-25 18:37:05,20.5,50.0,15.9
2019-04-25 18:37:05,20.5,50.25
2019-04-25 18:37:05,20.5,50.0,12.2
2019-04-25 18:37:06,20.5,50.25
2019-04-25 18:37:06,20.5,50.0,9.1
2019-04-25 18:37:06,20.5,50.25
2019-04-25 18:37:07,20.5,50.25,9.1
2019-04-25 18:37:07,20.5,49.75,1.1
2019-04-25 18:37:08,20.5,50.25
2019-04-25 18:37:08,20.5,50.25,15.4
2019-04-25 18:37:08,20.5,50.25
2019-04-25 18:37:09,20.5,50.25,2.6
2019-04-25 18:37:09,20.5,50.25,2.6
2019-04-25 18:37:09,20.5,50.0,2.6
2019-04-25 18:37:10,20.5,50.25
2019-04-25 18:37:10,20.5,50.5,8.9
2019-04-25 18:37:10,20.87,50.0,5.2
2019-04-25 18:37:11,20.5,50.25
2019-04-25 18:37:11,20.5,50.25,10.5
2019-04-25 18:37:12,20.5,50.5,1.0
2019-04-25 18:37:12,20.5,50.25,6.7
2019-04-25 18:37:12,20.44,50.25
2019-04-25 18:37:13,20.5,50.25,4.1
2019-04-25 18:37:13,20.5,50.25,2.5
2019-04-25 18:37:13,20.5,50.25,2.5
2019-04-25 18:37:14,20.5,50.25,2.4
2019-04-25 18:37:14,20.5,50.25,2.4
2019-04-25 18:37:15,20.5,49.75,2.4
2019-04-25 18:37:15,20.25,50.25
2019-04-25 18:37:15,20.5,50.0,15.1
2019-04-25 18:37:16,20.5,50.25
2019-04-25 18:37:16,20.5,50.25,8.8
2019-04-25 18:37:16,20.5,50.0,0.8
2019-04-25 18:37:17,20.5,50.25
2019-04-25 18:37:17,20.5,50.25,8.7
2019-04-25 18:37:18,20.5,50.5,0.8
2019-04-25 18:37:18,20.5,50.25,6.5
2019-04-25 18:37:18,20.44,50.25
2019-04-25 18:37:19,20.5,50.0,3.9
2019-04-25 18:37:19,20.5,50.0
2019-04-25 18:37:19,20.5,49.75,4.5
2019-04-25 18:37:20,20.5,50.0
2019-04-25 18:37:20,20.5,50.0,9.3
2019-04-25 18:37:20,20.5,50.25,1.3
2019-04-25 18:37:21,20.5,50.0,7.1
2019-04-25 18:37:21,20.5,50.0
2019-04-25 18:37:22,20.5,50.0,4.5
2019-04-25 18:37:22,20.5,49.75,2.9
2019-04-25 18:37:22,20.5,50.0
2019-04-25 18:37:23,20.5,50.0,9.2
2019-04-25 18:37:23,20.5,49.75,1.3
2019-04-25 18:37:23,20.5,50.0
2019-04-25 18:37:24,20.5,50.0,9.3
2019-04-25 18:37:24,20.5,50.0,1.3
2019-04-25 18:37:25,20.5,49.75,2.9
2019-04-25 18:37:25,20.5,50.0
2019-04-25 18:37:25,20.5,49.75,9.3
2019-04-25 18:37:26,21.0,50.0
2019-04-25 18:37:26,20.5,49.75,9.3
2019-04-25 18:37:26,20.5,50.0
2019-04-25 18:37:27,20.5,49.75,9.3
2019-04-25 18:37:27,20.5,49.75
2019-04-25 18:37:28,20.5,49.75,5.2
2019-04-25 18:37:28,20.5,49.75,3.6
2019-04-25 18:37:28,20.5,50.0,3.6
2019-04-25 18:37:29,20.5,49.75,7.8
2019-04-25 18:37:29,20.56,49.75
2019-04-25 18:37:29,20.5,49.75,5.2
2019-04-25 18:37:30,20.5,49.5,3.6
2019-04-25 18:37:30,20.5,49.75
2019-04-25 18:37:30,20.5,49.75,10.0
2019-04-25 18:37:31,20.5,49.5,2.1
2019-04-25 18:37:31,19.94,49.75
2019-04-25 18:37:32,20.5,49.5,10.1
2019-04-25 18:37:32,20.5,49.75
2019-04-25 18:37:32,20.5,49.75,10.1
2019-04-25 18:37:33,20.5,49.5,2.2
2019-04-25 18:37:33,20.44,49.75
2019-04-25 18:37:33,20.44,49.75,10.2
2019-04-25 18:37:34,20.5,49.75,2.3
2019-04-25 18:37:34,20.5,49.5,3.9
2019-04-25 18:37:35,20.5,49.75
2019-04-25 18:37:35,20.5,49.5,10.3
2019-04-25 18:37:35,20.5,49.75
2019-04-25 18:37:36,20.5,49.5,10.3
2019-04-25 18:37:36,20.69,49.75
2019-04-25 18:37:36,20.5,49.25,10.4
2019-04-25 18:37:37,20.5,49.75
2019-04-25 18:37:37,20.5,49.5,16.8
2019-04-25 18:37:38,20.5,49.75
2019-04-25 18:37:38,20.5,49.5,10.5
2019-04-25 18:37:38,20.5,49.5
2019-04-25 18:37:39,20.5,49.5,6.4
2019-04-25 18:37:39,20.5,49.5,4.8
2019-04-25 18:37:39,20.5,49.5,4.8
2019-04-25 18:37:40,20.5,49.5,4.9
2019-04-25 18:37:40,20.5,49.5,4.9
2019-04-25 18:37:40,20.5,49.5,4.9
2019-04-25 18:37:41,20.44,49.75,4.9
2019-04-25 18:37:41,20.69,49.75,9.1
2019-04-25 18:37:42,20.31,49.75,2.8
2019-04-25 18:37:42,20.44,49.5,4.4
2019-04-25 18:37:42,20.5,49.5,0.2
2019-04-25 18:37:43,20.5,49.5,6.6
2019-04-25 18:37:43,20.5,49.5,5.1
2019-04-25 18:37:43,20.5,49.5,5.1
2019-04-25 18:37:44,20.5,49.75,5.1
2019-04-25 18:37:44,20.5,49.75,9.3
2019-04-25 18:37:45,20.5,49.5,3.0
2019-04-25 18:37:45,20.5,49.75,0.4
2019-04-25 18:37:45,20.5,49.75,11.0
2019-04-25 18:37:46,20.5,49.25,3.0
2019-04-25 18:37:46,20.5,49.75
2019-04-25 18:37:46,20.5,49.75,17.4
2019-04-25 18:37:47,20.5,49.75,1.5
2019-04-25 18:37:47,20.5,49.5,4.7
2019-04-25 18:37:48,20.5,49.75,0.6
2019-04-25 18:37:48,20.5,49.25,11.1
2019-04-25 18:37:48,20.06,49.75
2019-04-25 18:37:49,20.5,49.5,17.5
2019-04-25 18:37:49,20.5,49.75
2019-04-25 18:37:49,20.5,49.75,11.2
2019-04-25 18:37:50,20.5,49.75,3.3
2019-04-25 18:37:50,20.5,49.75,4.9
2019-04-25 18:37:51,20.5,50.0,4.9
2019-04-25 18:37:51,20.94,49.25,9.1
2019-04-25 18:37:51,20.62,49.75
2019-04-25 18:37:52,20.5,49.75,19.3
2019-04-25 18:37:52,21.25,49.75,1.8
2019-04-25 18:37:52,20.5,49.75,5.0
2019-04-25 18:37:53,20.5,49.75,5.0
2019-04-25 18:37:53,20.44,50.0,5.0
2019-04-25 18:37:53,20.56,49.75,9.2
2019-04-25 18:37:54,20.5,49.75
2019-04-25 18:37:54,20.5,49.75,6.6
2019-04-25 18:37:55,20.5,50.0,5.1
2019-04-25 18:37:55,20.5,49.75,9.3
2019-04-25 18:37:55,20.5,50.0
2019-04-25 18:37:56,20.5,49.75,10.8
2019-04-25 18:37:56,20.5,50.0
2019-04-25 18:37:56,20.5,50.25,10.9
2019-04-25 18:37:57,20.5,49.75,7.1
2019-04-25 18:37:57,20.5,50.0
2019-04-25 18:37:58,20.5,50.0,12.5
2019-04-25 18:37:58,20.5,49.75,2.9
2019-04-25 18:37:58,20.5,50.5,0.3
2019-04-25 18:37:59,20.5,50.0,19.2
2019-04-25 18:37:59,20.5,50.0
2019-04-25 18:37:59,20.44,50.0,7.7
2019-04-25 18:38:00,20.5,50.25,4.5
2019-04-25 18:38:00,20.69,50.0,8.7
2019-04-25 18:38:01,20.5,50.0
2019-04-25 18:38:01,20.5,50.0,6.1
2019-04-25 18:38:01,20.5,50.0,4.5
2019-04-25 18:38:02,20.5,50.25,4.5
2019-04-25 18:38:02,20.5,50.0,8.6
2019-04-25 18:38:02,20.56,50.25
2019-04-25 18:38:03,20.5,49.75,10.2
2019-04-25 18:38:03,20.5,50.25
2019-04-25 18:38:03,20.5,50.0,16.6
2019-04-25 18:38:04,20.5,50.25
2019-04-25 18:38:04,20.5,50.25,10.2
2019-04-25 18:38:05,20.5,49.75,2.3
2019-04-25 18:38:05,20.44,50.25
2019-04-25 18:38:05,20.5,50.0,16.5
2019-04-25 18:38:06,20.5,50.25
2019-04-25 18:38:06,20.44,50.25,10.2
2019-04-25 18:38:06,20.44,50.25,2.2
2019-04-25 18:38:07,20.44,50.5,3.8
2019-04-25 18:38:07,20.44,50.25,7.9
2019-04-25 18:38:08,20.75,50.25
2019-04-25 18:38:08,20.44,50.25,5.3
2019-04-25 18:38:08,20.44,50.25,3.7
2019-04-25 18:38:09,20.5,50.25,3.7
2019-04-25 18:38:09,20.5,50.0,3.7
2019-04-25 18:38:09,20.5,50.25
2019-04-25 18:38:10,20.5,50.0,10.0
2019-04-25 18:38:10,20.44,50.25
2019-04-25 18:38:11,20.5,50.25,10.0
2019-04-25 18:38:11,20.44,50.25,2.1
2019-04-25 18:38:11,20.5,50.5,3.6
2019-04-25 18:38:12,20.62,50.25,7.8
2019-04-25 18:38:12,20.5,50.25
2019-04-25 18:38:12,20.5,50.75,5.2
2019-04-25 18:38:13,21.06,50.25,11.9
2019-04-25 18:38:13,20.5,50.25
2019-04-25 18:38:13,20.44,50.25,6.7
2019-04-25 18:38:14,20.56,50.5,3.5
2019-04-25 18:38:14,20.44,50.0,7.6
2019-04-25 18:38:15,20.5,50.25
2019-04-25 18:38:15,20.5,50.0,11.4
2019-04-25 18:38:15,20.5,50.25
2019-04-25 18:38:16,20.5,50.25,9.8
2019-04-25 18:38:16,20.5,50.25,1.8
2019-04-25 18:38:16,20.5,50.5,3.4
2019-04-25 18:38:17,20.62,50.25,7.5
2019-04-25 18:38:17,20.5,50.25
2019-04-25 18:38:18,20.5,50.25,4.9
2019-04-25 18:38:18,20.44,50.0,3.3
2019-04-25 18:38:18,20.44,50.25
2019-04-25 18:38:19,20.44,50.25,9.7
2019-04-25 18:38:19,20.5,50.25,1.7
2019-04-25 18:38:19,20.5,50.25,3.3
2019-04-25 18:38:20,20.44,50.25,3.3
2019-04-25 18:38:20,20.44,50.25,3.2
2019-04-25 18:38:21,19.81,50.25,3.2
2019-04-25 18:38:21,20.62,50.25,3.2
2019-04-25 18:38:21,20.44,50.25,3.2
2019-04-25 18:38:22,20.5,50.0,3.2
2019-04-25 18:38:22,20.31,50.25
2019-04-25 18:38:22,20.5,50.25,9.5
2019-04-25 18:38:23,20.44,49.75,1.6
2019-04-25 18:38:23,20.44,50.25
2019-04-25 18:38:23,20.5,50.0,15.9
2019-04-25 18:38:24,20.5,50.25
2019-04-25 18:38:24,20.5,50.0,9.5
2019-04-25 18:38:25,20.5,50.25
2019-04-25 18:38:25,20.44,50.25,9.5
2019-04-25 18:38:25,20.44,50.25,1.5
2019-04-25 18:38:26,20.5,50.25,3.1
2019-04-25 18:38:26,20.44,50.0,3.1
2019-04-25 18:38:26,20.44,50.25
2019-04-25 18:38:27,20.5,50.0,9.4
2019-04-25 18:38:27,20.44,50.25
2019-04-25 18:38:28,20.44,50.0,9.4
2019-04-25 18:38:28,20.44,50.0
2019-04-25 18:38:28,20.44,50.0,5.2
2019-04-25 18:38:29,20.44,50.0,3.6
2019-04-25 18:38:29,20.44,50.5,3.6
2019-04-25 18:38:29,20.75,50.0,12.0
2019-04-25 18:38:30,20.44,50.25
2019-04-25 18:38:30,20.5,50.0,10.9
2019-04-25 18:38:31,20.44,50.0
2019-04-25 18:38:31,20.44,50.0,5.2
2019-04-25 18:38:31,20.44,50.0,3.6
2019-04-25 18:38:32,20.5,50.0,3.6
2019-04-25 18:38:32,20.44,50.0,3.6
2019-04-25 18:38:32,20.44,50.0,3.6
2019-04-25 18:38:33,20.5,50.0,3.6
2019-04-25 18:38:33,20.44,50.0,3.6
2019-04-25 18:38:34,20.44,50.0,3.6
2019-04-25 18:38:34,20.5,50.0,3.6
2019-04-25 18:38:34,20.5,50.0,3.6
2019-04-25 18:38:35,20.5,50.0,3.6
2019-04-25 18:38:35,20.44,50.0,3.6
2019-04-25 18:38:35,20.5,50.0,3.6
2019-04-25 18:38:36,20.5,50.0,3.6
2019-04-25 18:38:36,20.5,50.0,3.6
2019-04-25 18:38:36,20.5,50.0,3.6
2019-04-25 18:38:37,20.44,50.0,3.6
2019-04-25 18:38:37,20.5,50.0,3.6
2019-04-25 18:38:38,20.44,50.0,3.6
2019-04-25 18:38:38,20.5,50.0,3.6
2019-04-25 18:38:38,20.44,49.75,3.6
2019-04-25 18:38:39,20.44,50.0
2019-04-25 18:38:39,20.5,50.25,10.0
2019-04-25 18:38:39,20.44,50.0,6.2
2019-04-25 18:38:40,20.5,50.0
2019-04-25 18:38:40,20.44,50.0,5.2
2019-04-25 18:38:41,20.44,50.0,3.6
2019-04-25 18:38:41,20.44,50.25,3.6
2019-04-25 18:38:41,20.5,50.0,7.8
2019-04-25 18:38:42,20.5,50.0
2019-04-25 18:38:42,20.5,49.75,5.2
2019-04-25 18:38:42,20.44,50.0
2019-04-25 18:38:43,20.5,49.75,9.9
2019-04-25 18:38:43,20.5,50.0
2019-04-25 18:38:44,20.5,50.0,10.0
2019-04-25 18:38:44,20.5,49.75,2.0
2019-04-25 18:38:44,20.44,50.0
2019-04-25 18:38:45,20.44,50.0,10.0
2019-04-25 18:38:45,20.5,50.0,2.1
2019-04-25 18:38:45,20.5,50.0,3.6
2019-04-25 18:38:46,20.44,50.0,3.6
2019-04-25 18:38:46,20.5,49.75,3.6
2019-04-25 18:38:46,20.5,50.0
2019-04-25 18:38:47,20.44,49.75,10.0
2019-04-25 18:38:47,20.12,50.0
2019-04-25 18:38:48,20.44,50.25,10.0
2019-04-25 18:38:48,20.5,50.0,6.2
2019-04-25 18:38:48,20.5,50.0
2019-04-25 18:38:49,20.5,49.75,5.2
2019-04-25 18:38:49,20.5,50.0
2019-04-25 18:38:49,20.5,49.75,10.0
2019-04-25 18:38:50,20.44,49.75
2019-04-25 18:38:50,20.5,49.75,5.9
2019-04-25 18:38:51,20.44,50.0,4.3
2019-04-25 18:38:51,20.5,49.75,8.5
2019-04-25 18:38:51,20.5,50.0
2019-04-25 18:38:52,20.5,49.75,10.1
2019-04-25 18:38:52,20.44,49.75
2019-04-25 18:38:52,20.44,49.75,5.9
2019-04-25 18:38:53,20.31,49.75,4.4
2019-04-25 18:38:53,20.5,49.75,4.4
2019-04-25 18:38:54,20.75,49.75,4.4
2019-04-25 18:38:54,20.5,49.75,4.4
2019-04-25 18:38:54,20.44,50.0,4.4
2019-04-25 18:38:55,20.5,49.75,8.6
2019-04-25 18:38:55,20.5,49.75
2019-04-25 18:38:55,20.5,49.75,6.0
2019-04-25 18:38:56,20.56,49.75,4.5
2019-04-25 18:38:56,20.5,49.75,4.5
2019-04-25 18:38:56,20.44,49.25,4.5
2019-04-25 18:38:57,20.31,49.75
2019-04-25 18:38:57,20.44,49.75,17.3
2019-04-25 18:38:58,20.5,49.75,1.4
2019-04-25 18:38:58,20.5,49.75,4.6
2019-04-25 18:38:58,20.5,49.75,4.6
2019-04-25 18:38:59,20.44,49.75,4.6
2019-04-25 18:38:59,20.5,49.5,4.6
2019-04-25 18:38:59,20.5,49.75,0.5
2019-04-25 18:39:00,20.5,49.5,11.0
2019-04-25 18:39:00,20.5,49.75
2019-04-25 18:39:01,20.44,50.0,11.1
2019-04-25 18:39:01,20.62,49.75,7.3
2019-04-25 18:39:01,20.44,49.75
2019-04-25 18:39:02,20.44,49.75,6.3
2019-04-25 18:39:02,20.62,49.75,4.7
2019-04-25 18:39:02,20.5,49.75,4.8
2019-04-25 18:39:03,20.44,50.5,4.8
2019-04-25 18:39:03,21.19,50.0,17.3
2019-04-25 18:39:04,20.62,50.0
2019-04-25 18:39:04,20.5,49.75,7.3
2019-04-25 18:39:04,20.62,49.75
2019-04-25 18:39:05,20.44,49.75,6.4
2019-04-25 18:39:05,20.5,49.75,4.8
2019-04-25 18:39:05,20.25,49.5,4.8
2019-04-25 18:39:06,20.5,49.75,0.6
2019-04-25 18:39:06,20.5,49.75,11.2
2019-04-25 18:39:06,20.44,49.75,3.3
2019-04-25 18:39:07,20.5,49.75,4.9
2019-04-25 18:39:07,20.44,50.0,4.9
2019-04-25 18:39:08,20.5,49.75,9.1
2019-04-25 18:39:08,20.44,50.0
2019-04-25 18:39:08,20.5,50.0,10.7
2019-04-25 18:39:09,20.5,50.0,2.7
2019-04-25 18:39:09,20.44,50.5,4.3
2019-04-25 18:39:09,20.5,50.0,12.6
2019-04-25 18:39:10,20.5,50.0
2019-04-25 18:39:10,20.5,50.0,7.5
2019-04-25 18:39:11,20.5,49.5,4.3
2019-04-25 18:39:11,20.44,50.0
2019-04-25 18:39:11,20.5,50.0,17.0
2019-04-25 18:39:12,20.44,50.0,1.2
2019-04-25 18:39:12,20.44,49.75,4.3
2019-04-25 18:39:12,20.5,50.0,0.2
2019-04-25 18:39:13,20.5,50.0,10.7
2019-04-25 18:39:13,20.5,49.75,2.8
2019-04-25 18:39:14,20.44,49.75,0.2
2019-04-25 18:39:14,20.44,50.0,6.5
2019-04-25 18:39:14,20.5,50.25,9.1
2019-04-25 18:39:15,20.5,50.0,6.9
2019-04-25 18:39:15,20.44,50.0
2019-04-25 18:39:15,20.44,50.0,5.9
2019-04-25 18:39:16,20.5,50.0,4.4
2019-04-25 18:39:16,20.44,50.0,4.4
2019-04-25 18:39:17,20.44,50.0,4.4
2019-04-25 18:39:17,20.81,50.0,4.4
2019-04-25 18:39:17,20.5,50.0,4.4
2019-04-25 18:39:18,20.44,50.0,4.4
2019-04-25 18:39:18,20.5,50.5,4.4
2019-04-25 18:39:18,21.06,50.5,12.7
2019-04-25 18:39:19,20.5,50.25
2019-04-25 18:39:19,20.5,50.0
2019-04-25 18:39:19,20.44,50.5,1.1
2019-04-25 18:39:20,20.69,50.25,14.2
2019-04-25 18:39:20,20.5,50.25
2019-04-25 18:39:21,20.5,50.0,5.2
2019-04-25 18:39:21,21.0,50.25
2019-04-25 18:39:21,20.44,50.0,10.0
2019-04-25 18:39:22,20.44,50.25
2019-04-25 18:39:22,20.44,50.0,10.0
2019-04-25 18:39:22,20.56,50.25
2019-04-25 18:39:23,20.44,50.0,9.9
2019-04-25 18:39:23,20.44,50.25
2019-04-25 18:39:24,20.44,50.0,9.9
2019-04-25 18:39:24,20.44,50.25
2019-04-25 18:39:24,20.44,50.25,9.9
2019-04-25 18:39:25,20.5,50.25,2.0
2019-04-25 18:39:25,20.5,49.5,3.5
2019-04-25 18:39:25,20.0,50.25
2019-04-25 18:39:26,20.44,50.25,22.6
2019-04-25 18:39:26,20.5,50.25
2019-04-25 18:39:27,20.44,50.25,3.5
2019-04-25 18:39:27,20.44,50.0,3.5
2019-04-25 18:39:27,20.75,50.25
2019-04-25 18:39:28,20.44,50.25,9.8
2019-04-25 18:39:28,20.44,50.0,1.9
2019-04-25 18:39:28,20.44,50.25
2019-04-25 18:39:29,20.5,50.0,9.8
2019-04-25 18:39:29,20.5,50.25
2019-04-25 18:39:29,20.5,50.0,9.8
2019-04-25 18:39:30,20.44,50.25
2019-04-25 18:39:30,20.44,50.25,9.8
2019-04-25 18:39:31,20.44,50.25,1.8
2019-04-25 18:39:31,20.44,50.0,3.4
2019-04-25 18:39:31,20.44,50.25
2019-04-25 18:39:32,20.5,50.25,9.7
2019-04-25 18:39:32,20.44,50.0,1.8
2019-04-25 18:39:32,20.25,50.25
2019-04-25 18:39:33,20.44,50.25,9.7
2019-04-25 18:39:33,20.5,50.25,1.7
2019-04-25 18:39:34,20.44,50.0,3.3
2019-04-25 18:39:34,20.44,50.25
2019-04-25 18:39:34,20.44,50.25,9.7
2019-04-25 18:39:35,20.5,50.25,1.7
2019-04-25 18:39:35,20.5,50.25,3.3
2019-04-25 18:39:35,20.56,50.25,3.3
2019-04-25 18:39:36,20.37,50.0,3.2
2019-04-25 18:39:36,20.44,50.25
2019-04-25 18:39:37,20.44,50.0,9.6
2019-04-25 18:39:37,20.44,50.25
2019-04-25 18:39:37,20.44,50.0,9.6
2019-04-25 18:39:38,20.44,50.0
2019-04-25 18:39:38,20.44,50.25,5.4
2019-04-25 18:39:38,20.44,50.0,8.0
2019-04-25 18:39:39,20.75,50.25
2019-04-25 18:39:39,20.44,50.0,9.5
2019-04-25 18:39:39,20.44,50.0
2019-04-25 18:39:40,20.44,50.0,5.4
2019-04-25 18:39:40,20.56,50.0,3.8
2019-04-25 18:39:41,20.44,50.0,3.8
2019-04-25 18:39:41,20.44,50.0,3.8
2019-04-25 18:39:41,20.37,50.0,3.8
2019-04-25 18:39:42,20.44,50.0,3.8
2019-04-25 18:39:42,20.44,50.0,3.8
2019-04-25 18:39:42,20.5,50.0,3.8
2019-04-25 18:39:43,20.5,50.25,3.8
2019-04-25 18:39:43,20.44,50.25,8.0
2019-04-25 18:39:44,20.56,49.75,1.6
2019-04-25 18:39:44,20.44,50.0
2019-04-25 18:39:44,20.44,50.0,11.7
2019-04-25 18:39:45,20.44,49.75,2.2
2019-04-25 18:39:45,20.37,50.0
2019-04-25 18:39:45,20.44,50.0,10.1
